fuel_purchase_id,trip_id,truck_id,driver_id,purchase_date,location_city,location_state,gallons,price_per_gallon,total_cost,fuel_card_number
FUEL00061819,TRIP00051431,TRK00026,DRV00144,2023-10-24 19:00:00,Minneapolis,PA,54.4,4.411,239.96,FC633966
FUEL00061820,TRIP00077738,TRK00068,DRV00071,2024-09-25 15:00:00,Charlotte,TX,150.7,3.441,518.56,FC725896
FUEL00061821,TRIP00022944,TRK00083,DRV00049,2022-10-22 21:00:00,Los Angeles,GA,61.6,4.309,265.43,FC685230
FUEL00061822,TRIP00034308,TRK00114,DRV00017,2023-03-17 10:00:00,Columbus,TN,51.2,3.897,199.53,FC929709
FUEL00061823,TRIP00039882,TRK00120,DRV00099,2023-05-27 01:00:00,Seattle,TX,168.1,4.029,677.27,FC646021
FUEL00061824,TRIP00027425,TRK00093,DRV00034,2022-12-16 16:00:00,Columbus,TN,193.1,3.904,753.86,FC756204
FUEL00061825,TRIP00027609,TRK00083,DRV00146,2022-12-19 10:00:00,Charlotte,IN,191.5,4.734,906.56,FC126974
FUEL00061826,TRIP00082468,TRK00010,DRV00059,2024-11-25 15:00:00,Philadelphia,IN,54.1,4.085,221.0,FC927965
FUEL00061827,TRIP00047106,TRK00033,DRV00019,2023-08-30 17:00:00,Phoenix,AZ,89.7,3.874,347.5,FC785700
FUEL00061828,TRIP00071681,TRK00063,DRV00065,2024-07-10 03:00:00,Atlanta,WI,133.9,3.901,522.34,FC898894
FUEL00061829,TRIP00070791,TRK00044,DRV00112,2024-06-27 12:00:00,Detroit,OH,132.4,4.073,539.27,FC737096
FUEL00061830,TRIP00059219,TRK00105,DRV00056,2024-02-02 09:00:00,Portland,FL,136.8,3.577,489.33,FC936021
FUEL00061831,TRIP00010811,TRK00033,DRV00105,2022-05-18 22:00:00,Houston,OH,80.2,3.424,274.6,FC821477
FUEL00061832,TRIP00013944,TRK00068,DRV00015,2022-06-29 09:00:00,Oklahoma City,FL,95.6,3.543,338.71,FC690137
FUEL00061833,TRIP00044644,TRK00041,DRV00020,2023-07-29 15:00:00,Minneapolis,AZ,150.6,4.052,610.23,FC596269
FUEL00061834,TRIP00005528,TRK00110,DRV00132,2022-03-12 00:00:00,Kansas City,WI,62.7,3.76,235.75,FC801023
FUEL00061835,TRIP00066101,TRK00048,DRV00029,2024-04-30 04:00:00,Los Angeles,WA,74.4,3.699,275.21,FC232193
FUEL00061836,TRIP00027607,TRK00111,,2022-12-20 14:00:00,Columbus,NY,52.0,4.159,216.27,FC417735
FUEL00061837,TRIP00009115,TRK00059,DRV00063,2022-04-29 02:00:00,Houston,TX,77.9,4.075,317.44,FC618227
FUEL00061838,TRIP00072667,TRK00029,DRV00146,2024-07-23 10:00:00,Indianapolis,MO,126.4,4.005,506.23,FC309995
FUEL00061839,TRIP00016898,TRK00068,DRV00058,2022-08-05 15:00:00,Dallas,MN,157.8,4.452,702.53,FC233733
FUEL00061840,TRIP00021305,TRK00064,DRV00016,2022-10-01 04:00:00,Seattle,OR,50.3,4.305,216.54,FC135622
FUEL00061841,TRIP00070208,TRK00035,DRV00012,2024-06-22 01:00:00,Atlanta,NC,181.2,3.792,687.11,FC797266
FUEL00061842,TRIP00001291,TRK00016,DRV00070,2022-01-18 22:00:00,Minneapolis,OH,83.9,4.218,353.89,FC288197
FUEL00061843,TRIP00029071,TRK00023,DRV00141,2023-01-08 09:00:00,Nashville,AZ,58.1,4.031,234.2,FC981490
FUEL00061844,TRIP00077450,TRK00065,DRV00010,2024-09-21 23:00:00,Los Angeles,AZ,167.6,4.07,682.13,FC442920
FUEL00061845,TRIP00031454,TRK00091,DRV00057,2023-02-06 23:00:00,Dallas,NC,196.4,3.594,705.86,FC137874
FUEL00061846,TRIP00023603,TRK00059,DRV00132,2022-10-30 04:00:00,New York,PA,126.7,3.864,489.57,FC601882
FUEL00061847,TRIP00079161,TRK00069,DRV00059,2024-10-14 17:00:00,Kansas City,NC,75.9,3.546,269.14,FC600454
FUEL00061848,TRIP00066132,TRK00039,DRV00024,2024-05-01 22:00:00,Indianapolis,IN,109.8,3.886,426.68,FC293438
FUEL00061849,TRIP00064263,TRK00001,DRV00004,2024-04-08 12:00:00,Portland,MI,168.3,3.461,582.49,FC290868
FUEL00061850,TRIP00034203,TRK00069,DRV00028,2023-03-16 21:00:00,Columbus,TX,131.5,3.726,489.97,FC841546
FUEL00061851,TRIP00025567,TRK00092,DRV00055,2022-11-24 22:00:00,Indianapolis,NV,65.2,4.383,285.77,FC723227
FUEL00061852,TRIP00070326,TRK00054,,2024-06-24 21:00:00,Los Angeles,NY,176.1,3.866,680.8,FC598948
FUEL00061853,TRIP00056727,TRK00090,DRV00058,2024-01-01 01:00:00,Detroit,WI,62.9,3.323,209.02,FC245977
FUEL00061854,TRIP00081357,TRK00024,DRV00146,2024-11-11 18:00:00,Denver,TX,95.3,3.909,372.53,FC372553
FUEL00061855,TRIP00079095,TRK00076,DRV00058,2024-10-11 05:00:00,Kansas City,WI,187.8,3.687,692.42,FC964693
FUEL00061856,TRIP00017519,TRK00072,DRV00013,2022-08-12 10:00:00,Chicago,OH,92.8,3.441,319.32,FC435918
FUEL00061857,TRIP00001156,TRK00064,DRV00062,2022-01-17 19:00:00,Salt Lake City,CO,102.5,3.749,384.27,FC536633
FUEL00061858,TRIP00025461,TRK00036,DRV00039,2022-11-23 09:00:00,Memphis,OH,163.0,4.055,660.96,FC746311
FUEL00061859,TRIP00070216,TRK00058,DRV00022,2024-06-21 02:00:00,Omaha,GA,122.9,4.118,506.1,FC298922
FUEL00061860,TRIP00045315,TRK00098,DRV00080,2023-08-06 23:00:00,Memphis,PA,97.1,3.993,387.72,FC660776
FUEL00061861,TRIP00001664,TRK00106,DRV00071,2022-01-23 01:00:00,Portland,WI,137.1,3.862,529.48,FC222115
FUEL00061862,TRIP00010955,TRK00004,DRV00030,2022-05-22 17:00:00,Nashville,TX,57.6,3.696,212.89,FC561356
FUEL00061863,TRIP00053138,TRK00068,DRV00099,2023-11-15 05:00:00,Nashville,PA,140.0,4.34,607.6,FC104036
FUEL00061864,TRIP00060461,TRK00084,DRV00039,2024-02-17 18:00:00,Omaha,AZ,169.3,3.354,567.83,FC395310
FUEL00061865,TRIP00038031,TRK00001,,2023-05-04 18:00:00,Denver,TN,80.9,4.19,338.97,FC423019
FUEL00061866,TRIP00049045,TRK00093,DRV00065,2023-09-23 20:00:00,Omaha,TN,185.5,3.819,708.42,FC667066
FUEL00061867,TRIP00043745,TRK00076,DRV00149,2023-07-16 07:00:00,Minneapolis,OK,60.4,4.24,256.1,FC193659
FUEL00061868,TRIP00052307,TRK00030,DRV00030,2023-11-05 10:00:00,New York,WA,111.6,3.829,427.32,FC297230
FUEL00061869,TRIP00003406,TRK00010,DRV00105,2022-02-13 13:00:00,Miami,MO,55.6,4.461,248.03,FC822641
FUEL00061870,TRIP00027408,TRK00068,DRV00012,2022-12-17 22:00:00,New York,TX,72.3,3.747,270.91,FC616180
FUEL00061871,TRIP00064732,TRK00018,DRV00065,2024-04-13 23:00:00,Kansas City,MI,113.6,4.056,460.76,FC321157
FUEL00061872,TRIP00027156,TRK00018,DRV00078,2022-12-14 23:00:00,Chicago,CA,91.6,3.938,360.72,FC959554
FUEL00061873,TRIP00000839,TRK00120,DRV00127,2022-01-11 08:00:00,Kansas City,FL,151.9,3.575,543.04,FC949649
FUEL00061874,TRIP00040094,TRK00055,DRV00145,2023-05-29 16:00:00,New York,PA,61.5,4.077,250.74,FC291051
FUEL00061875,TRIP00064660,TRK00031,DRV00014,2024-04-11 21:00:00,Atlanta,AZ,131.3,3.889,510.63,FC398116
FUEL00061876,TRIP00038954,TRK00089,DRV00026,2023-05-16 06:00:00,Minneapolis,MI,93.9,3.972,372.97,FC493997
FUEL00061877,TRIP00014940,TRK00068,DRV00065,2022-07-11 23:00:00,Indianapolis,PA,197.4,4.899,967.06,FC219129
FUEL00061878,TRIP00073952,TRK00098,DRV00035,2024-08-08 06:00:00,Salt Lake City,NY,197.9,3.768,745.69,FC928427
FUEL00061879,TRIP00007556,TRK00039,DRV00018,2022-04-07 14:00:00,Memphis,FL,50.7,4.629,234.69,FC709255
FUEL00061880,TRIP00083969,TRK00068,DRV00009,2024-12-14 02:00:00,Memphis,TN,125.8,3.891,489.49,FC789372
FUEL00061881,TRIP00066301,TRK00018,DRV00121,2024-05-03 10:00:00,Milwaukee,TN,108.2,3.598,389.3,FC989904
FUEL00061882,TRIP00060179,TRK00031,DRV00097,2024-02-15 08:00:00,Omaha,MI,152.1,3.698,562.47,FC108528
FUEL00061883,TRIP00035676,TRK00018,DRV00003,2023-04-03 08:00:00,Nashville,IN,172.5,4.397,758.48,FC710721
FUEL00061884,TRIP00051671,TRK00063,DRV00132,2023-10-27 11:00:00,Kansas City,UT,138.8,3.63,503.84,FC162325
FUEL00061885,TRIP00057001,TRK00015,DRV00146,2024-01-04 21:00:00,Milwaukee,TX,143.2,3.984,570.51,FC559894
FUEL00061886,TRIP00050492,TRK00026,DRV00037,2023-10-12 19:00:00,Milwaukee,CO,160.1,4.043,647.28,FC922037
FUEL00061887,TRIP00005481,TRK00038,DRV00020,2022-03-12 15:00:00,Indianapolis,NE,94.6,4.9,463.54,FC456819
FUEL00061888,TRIP00068519,TRK00060,DRV00149,2024-05-30 11:00:00,Kansas City,MO,191.1,4.051,774.15,FC726205
FUEL00061889,TRIP00075884,TRK00044,DRV00117,2024-09-02 13:00:00,Detroit,UT,101.9,3.824,389.67,FC363967
FUEL00061890,TRIP00072517,TRK00012,DRV00117,2024-07-21 13:00:00,Dallas,NC,82.9,3.522,291.97,FC988528
FUEL00061891,TRIP00020699,TRK00114,DRV00095,2022-09-23 02:00:00,Las Vegas,IL,191.8,4.923,944.23,FC273123
FUEL00061892,TRIP00002390,TRK00031,DRV00060,2022-01-31 11:00:00,Salt Lake City,MO,121.3,3.627,439.96,FC902168
FUEL00061893,TRIP00066554,TRK00105,DRV00138,2024-05-06 14:00:00,Philadelphia,NC,115.1,3.257,374.88,FC967084
FUEL00061894,TRIP00054735,TRK00070,DRV00081,2023-12-05 22:00:00,Milwaukee,TN,71.1,4.297,305.52,FC434089
FUEL00061895,TRIP00002802,TRK00039,DRV00134,2022-02-05 02:00:00,Portland,TX,130.9,4.068,532.5,FC689284
FUEL00061896,TRIP00043059,TRK00004,DRV00084,2023-07-08 03:00:00,Minneapolis,FL,126.1,3.441,433.91,FC568705
FUEL00061897,TRIP00019491,TRK00067,DRV00099,2022-09-07 07:00:00,Indianapolis,NY,89.8,3.776,339.08,FC297084
FUEL00061898,TRIP00080445,TRK00018,DRV00123,2024-10-30 21:00:00,Detroit,IL,78.6,3.505,275.49,FC959752
FUEL00061899,TRIP00012343,TRK00009,DRV00128,2022-06-09 10:00:00,Phoenix,TN,197.2,4.834,953.26,FC147018
FUEL00061900,TRIP00056720,TRK00001,DRV00123,2024-01-01 19:00:00,Miami,NV,108.2,3.872,418.95,FC941565
FUEL00061901,TRIP00046098,TRK00006,DRV00026,2023-08-15 06:00:00,Nashville,NY,75.1,3.536,265.55,FC818211
FUEL00061902,TRIP00034200,TRK00036,DRV00132,2023-03-15 19:00:00,Philadelphia,NV,125.2,4.167,521.71,FC359756
FUEL00061903,TRIP00013152,TRK00076,DRV00063,2022-06-18 22:00:00,Houston,AZ,155.0,3.911,606.21,FC399672
FUEL00061904,TRIP00073023,TRK00112,DRV00087,2024-07-29 00:00:00,Dallas,FL,125.5,4.02,504.51,FC960691
FUEL00061905,TRIP00070017,TRK00091,DRV00108,2024-06-19 07:00:00,Indianapolis,NC,91.8,3.47,318.55,FC989105
FUEL00061906,TRIP00080925,TRK00009,,2024-11-04 00:00:00,Milwaukee,IN,130.2,4.072,530.17,FC178311
FUEL00061907,TRIP00074351,TRK00058,DRV00108,2024-08-14 19:00:00,Houston,WA,174.3,3.939,686.57,FC288698
FUEL00061908,TRIP00060949,TRK00033,DRV00062,2024-02-26 21:00:00,Portland,IL,85.2,3.724,317.28,FC895463
FUEL00061909,TRIP00048811,TRK00112,DRV00077,2023-09-19 14:00:00,New York,PA,186.9,3.385,632.66,FC922677
FUEL00061910,TRIP00070389,TRK00033,DRV00005,2024-06-24 01:00:00,Dallas,TN,114.6,3.815,437.2,FC755759
FUEL00061911,TRIP00036253,TRK00106,DRV00090,2023-04-10 08:00:00,Denver,CA,166.9,3.86,644.23,FC593237
FUEL00061912,TRIP00060711,TRK00007,DRV00055,2024-02-22 09:00:00,Dallas,MO,56.7,3.73,211.49,FC856607
FUEL00061913,TRIP00071850,TRK00057,DRV00087,2024-07-13 04:00:00,New York,TX,135.4,3.669,496.78,FC972331
FUEL00061914,TRIP00081590,TRK00031,DRV00139,2024-11-12 05:00:00,New York,MO,93.3,3.535,329.82,FC392915
FUEL00061915,TRIP00085244,TRK00007,DRV00018,2024-12-30 14:00:00,Portland,IN,152.0,3.567,542.18,FC129240
FUEL00061916,TRIP00033094,TRK00067,DRV00020,2023-02-27 18:00:00,Seattle,TN,163.8,4.079,668.14,FC482256
FUEL00061917,TRIP00068261,TRK00110,DRV00039,2024-05-26 23:00:00,Kansas City,TN,113.9,3.486,397.06,FC674612
FUEL00061918,TRIP00041384,TRK00116,DRV00080,2023-06-16 04:00:00,Denver,AZ,134.7,3.567,480.47,FC746430
FUEL00061919,TRIP00035054,TRK00057,DRV00081,2023-03-24 01:00:00,Oklahoma City,NC,108.8,3.604,392.12,FC265371
FUEL00061920,TRIP00028864,TRK00020,DRV00124,2023-01-05 21:00:00,Omaha,IN,167.7,3.499,586.78,FC989181
FUEL00061921,TRIP00047214,TRK00097,DRV00133,2023-09-01 06:00:00,Denver,CO,103.2,3.335,344.17,FC863010
FUEL00061922,TRIP00037082,TRK00048,DRV00014,2023-04-20 18:00:00,Nashville,NC,161.4,3.955,638.34,FC616857
FUEL00061923,TRIP00079162,TRK00054,DRV00039,2024-10-14 07:00:00,Columbus,PA,116.9,3.449,403.19,FC128342
FUEL00061924,TRIP00005364,TRK00029,DRV00075,2022-03-10 22:00:00,Salt Lake City,AZ,152.0,4.138,628.98,FC212859
FUEL00061925,TRIP00006370,TRK00050,DRV00138,2022-03-25 22:00:00,Atlanta,WA,71.9,4.587,329.81,FC108427
FUEL00061926,TRIP00059784,TRK00082,DRV00004,2024-02-09 19:00:00,Miami,CA,97.8,3.408,333.3,FC516047
FUEL00061927,TRIP00009694,TRK00039,DRV00090,2022-05-06 08:00:00,Philadelphia,NC,121.0,3.639,440.32,FC704072
FUEL00061928,TRIP00027479,TRK00114,DRV00146,2022-12-17 04:00:00,Detroit,NV,65.3,4.613,301.23,FC440772
FUEL00061929,TRIP00037221,TRK00040,DRV00107,2023-04-23 08:00:00,Philadelphia,IL,71.3,4.2,299.46,FC628353
FUEL00061930,TRIP00033236,TRK00095,DRV00077,2023-03-03 14:00:00,Indianapolis,UT,95.5,3.5,334.25,FC695902
FUEL00061931,TRIP00053864,TRK00093,,2023-11-24 12:00:00,Denver,MO,71.4,4.16,297.02,FC578221
FUEL00061932,TRIP00030525,TRK00015,DRV00124,2023-01-27 10:00:00,Phoenix,WI,53.4,3.255,173.82,FC563307
FUEL00061933,TRIP00065310,TRK00018,DRV00036,2024-04-19 15:00:00,Houston,MO,100.3,3.712,372.31,FC731070
FUEL00061934,TRIP00014342,TRK00057,DRV00095,2022-07-05 15:00:00,Indianapolis,MO,63.9,4.049,258.73,FC953844
FUEL00061935,TRIP00070911,TRK00111,DRV00001,2024-07-01 00:00:00,Dallas,GA,199.8,3.229,645.15,FC145709
FUEL00061936,TRIP00000505,TRK00061,DRV00126,2022-01-07 11:00:00,Charlotte,FL,77.3,3.476,268.69,FC540145
FUEL00061937,TRIP00032100,TRK00036,DRV00013,2023-02-14 06:00:00,Phoenix,TX,58.1,3.458,200.91,FC775197
FUEL00061938,TRIP00077943,TRK00010,DRV00081,2024-09-27 15:00:00,Salt Lake City,NV,148.1,3.402,503.84,FC269247
FUEL00061939,TRIP00039457,TRK00093,DRV00069,2023-05-21 04:00:00,Milwaukee,MO,61.4,4.033,247.63,FC291697
FUEL00061940,TRIP00034217,TRK00061,DRV00055,2023-03-14 17:00:00,Columbus,WI,76.9,3.847,295.83,FC267719
FUEL00061941,TRIP00070796,TRK00050,DRV00108,2024-06-29 19:00:00,Denver,MN,187.8,3.285,616.92,FC382486
FUEL00061942,TRIP00059942,TRK00067,DRV00132,2024-02-13 01:00:00,Detroit,MO,115.2,3.703,426.59,FC878499
FUEL00061943,TRIP00052619,TRK00091,DRV00139,2023-11-10 07:00:00,Kansas City,FL,55.4,3.776,209.19,FC584107
FUEL00061944,TRIP00008708,TRK00085,DRV00011,2022-04-24 06:00:00,Denver,MO,113.3,4.429,501.81,FC478064
FUEL00061945,TRIP00009808,TRK00092,DRV00128,2022-05-06 10:00:00,Nashville,CO,55.6,3.562,198.05,FC565603
FUEL00061946,TRIP00075292,TRK00069,DRV00055,2024-08-24 13:00:00,Denver,TX,88.1,3.827,337.16,FC900508
FUEL00061947,TRIP00068335,TRK00067,DRV00035,2024-05-29 02:00:00,Detroit,UT,104.3,3.872,403.85,FC712532
FUEL00061948,TRIP00012437,TRK00012,DRV00078,2022-06-10 16:00:00,Miami,IL,71.1,3.475,247.07,FC477899
FUEL00061949,TRIP00047302,TRK00116,DRV00102,2023-09-01 11:00:00,Memphis,TN,80.1,3.46,277.15,FC163837
FUEL00061950,TRIP00063682,TRK00009,DRV00143,2024-03-29 08:00:00,Houston,OH,164.8,3.212,529.34,FC974335
FUEL00061951,TRIP00042678,TRK00082,DRV00126,2023-07-04 08:00:00,Phoenix,TN,159.5,3.73,594.93,FC371785
FUEL00061952,TRIP00027672,TRK00064,DRV00122,2022-12-22 09:00:00,Memphis,OR,82.9,4.305,356.88,FC402354
FUEL00061953,TRIP00046160,TRK00011,DRV00074,2023-08-16 07:00:00,Los Angeles,TX,92.6,3.644,337.43,FC682891
FUEL00061954,TRIP00063040,TRK00025,DRV00001,2024-03-21 20:00:00,Indianapolis,CA,95.3,3.315,315.92,FC418717
FUEL00061955,TRIP00060933,TRK00015,DRV00111,2024-02-23 01:00:00,Seattle,MN,106.3,3.5,372.05,FC189896
FUEL00061956,TRIP00069964,TRK00023,DRV00001,2024-06-18 00:00:00,Las Vegas,IL,195.3,3.265,637.65,FC423314
FUEL00061957,TRIP00031919,TRK00080,DRV00087,2023-02-14 16:00:00,Denver,GA,78.2,4.089,319.76,FC159313
FUEL00061958,TRIP00003198,TRK00114,DRV00087,2022-02-10 03:00:00,Kansas City,GA,131.5,3.431,451.18,FC968549
FUEL00061959,TRIP00029740,TRK00026,DRV00034,2023-01-17 16:00:00,Miami,OH,162.4,4.156,674.93,FC132769
FUEL00061960,TRIP00074811,TRK00073,DRV00144,2024-08-19 14:00:00,Philadelphia,CA,95.0,3.916,372.02,FC738439
FUEL00061961,TRIP00028880,TRK00115,DRV00125,2023-01-06 12:00:00,Miami,AZ,68.8,4.033,277.47,FC728517
FUEL00061962,TRIP00048623,TRK00069,DRV00081,2023-09-18 23:00:00,Columbus,IL,118.4,3.98,471.23,FC464282
FUEL00061963,TRIP00036817,TRK00057,,2023-04-18 19:00:00,Atlanta,MI,167.1,3.693,617.1,FC530371
FUEL00061964,TRIP00024581,TRK00029,DRV00049,2022-11-11 11:00:00,Kansas City,MI,125.4,3.877,486.18,FC769985
FUEL00061965,TRIP00027315,TRK00023,DRV00102,2022-12-17 14:00:00,Atlanta,TX,117.4,4.063,477.0,FC183988
FUEL00061966,TRIP00064199,TRK00099,DRV00028,2024-04-05 11:00:00,Miami,MO,170.6,3.778,644.53,FC338427
FUEL00061967,TRIP00085181,TRK00039,DRV00033,2024-12-30 23:00:00,Oklahoma City,NY,55.1,3.827,210.87,FC539301
FUEL00061968,TRIP00023963,TRK00096,DRV00084,2022-11-03 13:00:00,Indianapolis,CA,116.1,4.989,579.22,FC381504
FUEL00061969,TRIP00037061,TRK00049,DRV00119,2023-04-20 14:00:00,Omaha,TN,52.0,3.352,174.3,FC270486
FUEL00061970,TRIP00008110,TRK00071,DRV00070,2022-04-15 11:00:00,Phoenix,OH,65.3,4.639,302.93,FC684586
FUEL00061971,TRIP00081023,TRK00080,DRV00082,2024-11-04 11:00:00,Indianapolis,TN,135.6,3.821,518.13,FC407133
FUEL00061972,TRIP00010061,TRK00011,DRV00056,2022-05-09 07:00:00,Salt Lake City,FL,187.4,4.42,828.31,FC664416
FUEL00061973,TRIP00008025,TRK00014,DRV00032,2022-04-16 04:00:00,Milwaukee,MI,129.4,4.212,545.03,FC718743
FUEL00061974,TRIP00032543,TRK00007,DRV00089,2023-02-22 00:00:00,Las Vegas,TX,170.5,3.377,575.78,FC696860
FUEL00061975,TRIP00068669,TRK00060,DRV00130,2024-06-01 00:00:00,Omaha,CA,66.6,3.897,259.54,FC580664
FUEL00061976,TRIP00044223,,,2023-07-22 21:00:00,Detroit,TX,95.6,4.158,397.5,FC804745
FUEL00061977,TRIP00051247,TRK00024,DRV00001,2023-10-21 05:00:00,Salt Lake City,CO,65.0,4.355,283.08,FC997247
FUEL00061978,TRIP00044607,TRK00113,DRV00047,2023-07-27 21:00:00,Milwaukee,TN,102.1,3.659,373.58,FC550490
FUEL00061979,TRIP00049576,TRK00050,DRV00113,2023-09-29 18:00:00,Houston,CO,165.5,3.806,629.89,FC340978
FUEL00061980,TRIP00027192,TRK00006,DRV00122,2022-12-14 14:00:00,Detroit,FL,69.4,4.891,339.44,FC740209
FUEL00061981,TRIP00032130,TRK00084,DRV00002,2023-02-15 19:00:00,Las Vegas,NY,187.5,4.428,830.25,FC740077
FUEL00061982,TRIP00054748,TRK00011,DRV00010,2023-12-07 21:00:00,Milwaukee,PA,106.4,3.252,346.01,FC323728
FUEL00061983,TRIP00024889,TRK00098,DRV00124,2022-11-15 23:00:00,Chicago,WA,173.8,4.132,718.14,FC898065
FUEL00061984,TRIP00010662,TRK00115,DRV00133,2022-05-18 18:00:00,Salt Lake City,TN,98.7,4.701,463.99,FC374212
FUEL00061985,TRIP00053546,TRK00084,DRV00030,2023-11-20 13:00:00,Columbus,NC,103.3,4.128,426.42,FC907334
FUEL00061986,TRIP00015554,TRK00019,DRV00113,2022-07-21 13:00:00,Houston,AZ,73.4,4.602,337.79,FC330453
FUEL00061987,TRIP00023697,TRK00101,DRV00043,2022-10-29 15:00:00,Houston,TN,78.5,3.911,307.01,FC266586
FUEL00061988,TRIP00026557,TRK00076,DRV00047,2022-12-07 18:00:00,Detroit,CA,199.2,4.586,913.53,FC450696
FUEL00061989,TRIP00007140,TRK00091,DRV00142,2022-04-02 20:00:00,Los Angeles,OH,173.7,4.408,765.67,FC930184
FUEL00061990,TRIP00071426,TRK00052,DRV00138,2024-07-05 14:00:00,Oklahoma City,IL,85.4,3.155,269.44,FC392082
FUEL00061991,TRIP00012547,TRK00008,DRV00053,2022-06-12 06:00:00,Denver,IL,119.5,4.583,547.67,FC434562
FUEL00061992,TRIP00054133,TRK00025,DRV00003,2023-11-29 04:00:00,Omaha,GA,80.6,4.125,332.47,FC371023
FUEL00061993,TRIP00073633,TRK00097,DRV00078,2024-08-04 23:00:00,Phoenix,NV,145.0,3.281,475.75,FC127298
FUEL00061994,TRIP00036697,TRK00083,DRV00058,2023-04-15 23:00:00,Charlotte,OR,161.3,3.785,610.52,FC418351
FUEL00061995,TRIP00002892,,DRV00087,2022-02-07 10:00:00,Dallas,MO,180.0,3.583,644.94,FC405780
FUEL00061996,TRIP00002827,TRK00012,,2022-02-05 13:00:00,Phoenix,CO,174.1,4.89,851.35,FC367300
FUEL00061997,TRIP00044651,TRK00049,DRV00030,2023-07-28 01:00:00,Minneapolis,NC,85.4,3.315,283.1,FC894004
FUEL00061998,TRIP00077299,TRK00036,DRV00022,2024-09-21 00:00:00,Minneapolis,TN,70.0,3.75,262.5,FC426095
FUEL00061999,TRIP00082908,TRK00035,DRV00100,2024-12-01 13:00:00,Charlotte,CA,68.4,3.884,265.67,FC331351
FUEL00062000,TRIP00014259,TRK00116,DRV00015,2022-07-04 05:00:00,Chicago,OR,164.0,4.653,763.09,FC521431
FUEL00062001,TRIP00076802,TRK00116,DRV00013,2024-09-13 18:00:00,Phoenix,TN,99.6,3.19,317.72,FC966008
FUEL00062002,TRIP00062971,TRK00033,DRV00079,2024-03-22 08:00:00,Nashville,OH,166.1,3.614,600.29,FC819139
FUEL00062003,TRIP00046542,TRK00039,DRV00105,2023-08-21 18:00:00,Charlotte,TX,110.3,3.513,387.48,FC479811
FUEL00062004,TRIP00059845,TRK00030,DRV00092,2024-02-11 00:00:00,Los Angeles,OK,164.3,3.273,537.75,FC840218
FUEL00062005,TRIP00034647,TRK00114,DRV00022,2023-03-20 14:00:00,Las Vegas,OH,133.2,3.801,506.29,FC919241
FUEL00062006,TRIP00033812,TRK00019,DRV00117,2023-03-09 02:00:00,Phoenix,MN,120.9,3.442,416.14,FC393356
FUEL00062007,TRIP00007250,TRK00008,DRV00065,2022-04-04 03:00:00,Omaha,AZ,112.4,4.101,460.95,FC144254
FUEL00062008,TRIP00033454,TRK00096,DRV00129,2023-03-06 17:00:00,Nashville,WI,131.1,3.263,427.78,FC155495
FUEL00062009,TRIP00035148,TRK00048,DRV00128,2023-03-25 09:00:00,Milwaukee,UT,161.2,3.395,547.27,FC517023
FUEL00062010,TRIP00005937,TRK00112,DRV00065,2022-03-19 07:00:00,Phoenix,TN,163.3,4.893,799.03,FC164585
FUEL00062011,TRIP00036921,TRK00071,DRV00134,2023-04-20 08:00:00,Philadelphia,AZ,113.4,3.751,425.36,FC423363
FUEL00062012,TRIP00081407,TRK00116,DRV00071,2024-11-09 00:00:00,Salt Lake City,NY,149.3,3.49,521.06,FC569216
FUEL00062013,TRIP00022540,TRK00065,DRV00087,2022-10-15 05:00:00,Oklahoma City,FL,119.4,3.886,463.99,FC732408
FUEL00062014,TRIP00042885,TRK00011,DRV00083,2023-07-06 21:00:00,Memphis,OR,80.4,3.808,306.16,FC365391
FUEL00062015,TRIP00043024,TRK00013,DRV00105,2023-07-06 06:00:00,Philadelphia,WA,166.1,4.064,675.03,FC720166
FUEL00062016,TRIP00021704,TRK00050,DRV00051,2022-10-06 22:00:00,Charlotte,OK,136.1,4.416,601.02,FC875703
FUEL00062017,TRIP00024476,TRK00114,DRV00071,2022-11-09 16:00:00,Charlotte,GA,108.9,4.69,510.74,FC413420
FUEL00062018,TRIP00064094,TRK00001,DRV00101,2024-04-04 21:00:00,Los Angeles,NC,127.5,3.198,407.75,FC454982
FUEL00062019,TRIP00027421,TRK00036,DRV00045,2022-12-17 16:00:00,Memphis,WA,157.6,4.136,651.83,FC836587
FUEL00062020,TRIP00030730,TRK00115,DRV00044,2023-01-28 04:00:00,Miami,WA,83.0,3.326,276.06,FC563222
FUEL00062021,TRIP00048967,TRK00113,DRV00020,2023-09-21 10:00:00,Miami,OH,134.2,4.0,536.8,FC188897
FUEL00062022,TRIP00046934,TRK00041,DRV00018,2023-08-27 09:00:00,Miami,OR,105.6,4.376,462.11,FC538644
FUEL00062023,TRIP00007505,TRK00062,DRV00035,2022-04-08 18:00:00,Memphis,NY,115.2,3.506,403.89,FC791625
FUEL00062024,TRIP00043452,TRK00082,DRV00130,2023-07-14 12:00:00,Minneapolis,OK,64.1,4.444,284.86,FC930990
FUEL00062025,TRIP00067166,TRK00041,DRV00069,2024-05-13 02:00:00,Phoenix,TN,106.3,4.047,430.2,FC895562
FUEL00062026,TRIP00073846,TRK00040,DRV00149,2024-08-05 10:00:00,New York,NY,111.3,3.465,385.65,FC660360
FUEL00062027,TRIP00007337,TRK00043,DRV00029,2022-04-07 21:00:00,Phoenix,IN,120.1,3.604,432.84,FC831496
